-181.363, 55.997, 3.880, 15.971
-181.364, 55.786, 3.902, 16.165
-181.366, 55.394, 3.941, 16.199
-181.367, 55.261, 3.954, 16.252
-181.368, 55.053, 3.974, 16.417
-181.370, 54.653, 4.012, 16.449
-181.370, 54.523, 4.025, 16.505
-181.371, 54.298, 4.047, 16.683
-181.373, 53.891, 4.087, 16.716
-181.373, 53.754, 4.100, 16.769
-181.374, 53.535, 4.122, 16.957
-181.376, 53.121, 4.162, 16.991
-181.376, 52.981, 4.176, 17.044
-181.377, 52.758, 4.198, 17.222
-181.378, 52.336, 4.239, 17.255
-181.379, 52.195, 4.253, 17.309
-181.379, 51.963, 4.276, 17.497
-181.381, 51.533, 4.318, 17.531
-181.381, 51.388, 4.332, 17.585
-181.382, 51.154, 4.355, 17.755
-181.383, 50.716, 4.398, 17.789
-181.383, 50.568, 4.413, 17.842
-181.384, 50.332, 4.436, 18.026
-181.385, 49.885, 4.480, 18.060
-181.385, 49.735, 4.494, 18.115
-181.386, 49.485, 4.519, 18.299
-181.387, 49.030, 4.564, 18.333
-181.387, 48.873, 4.579, 18.385
-181.387, 48.636, 4.603, 18.559
-181.388, 48.173, 4.649, 18.593
-181.388, 48.016, 4.664, 18.646
-181.389, 47.766, 4.689, 18.834
-181.389, 47.294, 4.735, 18.868
-181.390, 47.134, 4.751, 18.921
-181.390, 46.883, 4.776, 19.093
-181.391, 46.403, 4.823, 19.128
-181.391, 46.234, 4.840, 19.180
-181.391, 45.984, 4.865, 19.354
-181.391, 45.494, 4.913, 19.387
-181.392, 45.330, 4.929, 19.440
-181.392, 45.069, 4.955, 19.607
-181.392, 44.570, 5.004, 19.641
-181.392, 44.399, 5.021, 19.693
-181.393, 44.138, 5.047, 19.872
-181.393, 43.631, 5.097, 19.906
-181.393, 43.458, 5.114, 19.959
-181.394, 43.185, 5.141, 20.132
-181.394, 42.669, 5.174, 20.166
-181.394, 42.495, 5.186, 20.200
-181.394, 42.320, 5.207, 20.358
-181.394, 41.797, 5.233, 20.393
-181.394, 41.611, 5.254, 20.444
-181.394, 41.343, 5.304, 20.614
-181.394, 40.809, 5.346, 20.678
-181.394, 40.466, 5.351, 20.864
-181.394, 39.930, 5.373, 20.898
-181.394, 39.748, 5.418, 20.952
-181.394, 39.454, 5.515, 21.132
-181.394, 38.894, 5.643, 21.178
-181.394, 38.633, 5.672, 21.367
-181.394, 38.067, 5.661, 21.417
-181.394, 37.785, 5.650, 21.598
-181.393, 37.220, 5.660, 21.633
-181.393, 37.021, 5.699, 21.686
-181.393, 36.717, 5.776, 21.865
-181.393, 36.132, 5.892, 21.900
-181.393, 35.925, 5.919, 21.953
-181.393, 35.611, 5.952, 22.143
-181.392, 35.013, 5.984, 22.178
-181.392, 34.806, 5.996, 22.231
-181.392, 34.487, 6.021, 22.421
-181.391, 33.883, 6.058, 22.454
-181.391, 33.684, 6.062, 22.507
-181.391, 33.365, 6.088, 22.689
-181.391, 32.752, 6.152, 22.723
-181.390, 32.544, 6.177, 22.775
-181.390, 32.219, 6.229, 22.956
-181.390, 31.590, 6.315, 22.989
-181.389, 31.380, 6.339, 23.042
-181.389, 31.040, 6.372, 23.223
-181.389, 30.400, 6.422, 23.257
-181.388, 30.180, 6.442, 23.310
-181.388, 29.840, 6.475, 23.482
-181.387, 29.189, 6.538, 23.516
-181.387, 28.964, 6.559, 23.572
-181.387, 28.594, 6.594, 23.757
-181.386, 27.931, 6.658, 23.792
-181.386, 27.700, 6.681, 23.846
-181.385, 27.340, 6.717, 24.030
-181.385, 26.664, 6.784, 24.065
-181.384, 26.423, 6.808, 24.119
-181.384, 26.054, 6.845, 24.302
-181.383, 25.366, 6.914, 24.337
-181.383, 25.126, 6.938, 24.390
-181.382, 24.760, 6.975, 24.588
-181.381, 24.058, 7.045, 24.622
-181.381, 23.819, 7.069, 24.674
-181.380, 23.449, 7.106, 24.852
-181.379, 22.734, 7.177, 24.886
-181.379, 22.492, 7.201, 24.938
-181.378, 22.114, 7.239, 25.119
-181.377, 21.385, 7.311, 25.153
-181.377, 21.134, 7.336, 25.205
-181.376, 20.755, 7.374, 25.390
-181.375, 20.013, 7.448, 25.424
-181.375, 19.760, 7.473, 25.476
-181.374, 19.371, 7.512, 25.654
-181.373, 18.615, 7.587, 25.687
-181.373, 18.364, 7.612, 25.738
-181.372, 17.972, 7.651, 25.920
-181.371, 17.202, 7.728, 25.953
-181.370, 16.945, 7.754, 26.004
-181.370, 16.548, 7.794, 26.190
-181.368, 15.764, 7.872, 26.236
-181.367, 15.403, 7.908, 26.288
-181.367, 14.991, 7.949, 26.474
-181.365, 14.191, 8.029, 26.507
-181.365, 13.923, 8.056, 26.573
-181.364, 13.391, 8.109, 26.754
-181.362, 12.575, 8.190, 26.788
-181.361, 12.300, 8.218, 26.841
-181.361, 11.867, 8.261, 27.002
-181.359, 11.036, 8.343, 27.035
-181.358, 10.761, 8.371, 27.088
-181.357, 10.314, 8.415, 27.267
-181.355, 9.467, 8.500, 27.301
-181.355, 9.176, 8.530, 27.351
-181.354, 8.746, 8.572, 27.538
-181.352, 7.883, 8.659, 27.570
-181.351, 7.603, 8.687, 27.602
-181.351, 7.324, 8.715, 27.633
-181.350, 7.051, 8.742, 27.788
-181.348, 6.171, 8.830, 27.821
-181.347, 5.880, 8.860, 27.873
-181.346, 5.421, 8.906, 28.052
-181.344, 4.525, 8.997, 28.085
-181.343, 4.227, 9.027, 28.136
-181.342, 3.763, 9.073, 28.313
-181.340, 2.851, 9.164, 28.346
-181.339, 2.544, 9.195, 28.397
-181.338, 2.071, 9.242, 28.578
-181.335, 1.142, 9.335, 28.611
-181.334, 0.833, 9.365, 28.664
-181.333, 0.337, 9.415, 28.847
-181.331, -0.610, 9.509, 28.880
-181.330, -0.920, 9.540, 28.932
-181.328, -1.418, 9.590, 29.121
-181.325, -2.382, 9.687, 29.155
-181.325, -2.716, 9.721, 29.204
-181.323, -3.199, 9.769, 29.390
-181.320, -4.181, 9.867, 29.423
-181.319, -4.507, 9.900, 29.455
-181.318, -4.823, 9.931, 29.487
-181.318, -5.140, 9.963, 29.653
-181.315, -6.142, 10.063, 29.686
-181.313, -6.475, 10.097, 29.736
-181.312, -6.981, 10.148, 29.920
-181.309, -8.002, 10.251, 29.953
-181.308, -8.342, 10.285, 30.003
-181.306, -8.857, 10.337, 30.189
-181.303, -9.896, 10.441, 30.222
-181.301, -10.246, 10.476, 30.272
-181.300, -10.767, 10.528, 30.453
-181.296, -11.826, 10.633, 30.485
-181.295, -12.171, 10.668, 30.535
-181.293, -12.703, 10.721, 30.720
-181.290, -13.782, 10.829, 30.753
-181.288, -14.136, 10.864, 30.804
-181.286, -14.689, 10.919, 30.984
-181.283, -15.787, 11.029, 31.017
-181.281, -16.156, 11.066, 31.066
-181.279, -16.700, 11.120, 31.250
-181.275, -17.819, 11.233, 31.283
-181.274, -18.193, 11.270, 31.333
-181.272, -18.753, 11.326, 31.515
-181.268, -19.893, 11.440, 31.548
-181.266, -20.271, 11.478, 31.597
-181.264, -20.834, 11.535, 31.793
-181.260, -21.994, 11.652, 31.827
-181.258, -22.389, 11.692, 31.877
-181.256, -22.981, 11.752, 32.045
-181.251, -24.164, 11.871, 32.078
-181.250, -24.560, 11.911, 32.128
-181.247, -25.160, 11.972, 32.333
-181.243, -26.364, 12.094, 32.376
-181.241, -26.884, 12.147, 32.423
-181.238, -27.457, 12.204, 32.623
-181.233, -28.685, 12.328, 32.656
-181.231, -29.095, 12.369, 32.706
-181.229, -29.710, 12.431, 32.890
-181.224, -30.961, 12.557, 32.923
-181.222, -31.380, 12.599, 32.973
-181.219, -32.012, 12.663, 33.153
-181.214, -33.286, 12.791, 33.187
-181.212, -33.723, 12.835, 33.236
-181.209, -34.358, 12.899, 33.436
-181.203, -35.656, 13.029, 33.470
-181.201, -36.102, 13.074, 33.503
-181.199, -36.536, 13.118, 33.666
-181.193, -37.855, 13.251, 33.700
-181.191, -38.309, 13.297, 33.749
-181.188, -38.967, 13.363, 33.934
-181.182, -40.311, 13.498, 33.969
-181.179, -40.782, 13.546, 34.002
-181.177, -41.228, 13.591, 34.034
-181.175, -41.660, 13.634, 34.198
-181.169, -43.032, 13.773, 34.231
-181.167, -43.492, 13.819, 34.281
-181.163, -44.179, 13.889, 34.469
-181.156, -45.577, 14.030, 34.503
-181.154, -46.049, 14.077, 34.552
-181.151, -46.738, 14.147, 34.728
-181.143, -48.161, 14.290, 34.762
-181.141, -48.644, 14.338, 34.811
-181.137, -49.355, 14.409, 34.993
-181.130, -50.804, 14.555, 35.025
-181.127, -51.278, 14.602, 35.077
-181.124, -52.034, 14.678, 35.256
-181.116, -53.511, 14.826, 35.289
-181.113, -54.006, 14.875, 35.338
-181.109, -54.735, 14.948, 35.523
-181.101, -56.238, 15.099, 35.556
-181.098, -56.740, 15.150, 35.605
-181.094, -57.483, 15.224, 35.784
-181.086, -59.015, 15.378, 35.817
-181.083, -59.530, 15.430, 35.865
-181.079, -60.280, 15.505, 36.049
-181.070, -61.840, 15.662, 36.082
-181.067, -62.360, 15.714, 36.131
-181.063, -63.136, 15.792, 36.330
-181.053, -64.725, 15.951, 36.376
-181.049, -65.455, 16.025, 36.425
-181.045, -66.249, 16.104, 36.610
-181.035, -67.869, 16.267, 36.658
-181.030, -68.656, 16.346, 36.705
-181.026, -69.428, 16.423, 36.880
-181.016, -71.080, 16.588, 36.926
-181.011, -71.853, 16.665, 36.975
-181.006, -72.670, 16.747, 37.149
-180.996, -74.354, 16.916, 37.196
-180.991, -75.149, 16.995, 37.244
-180.985, -75.967, 17.077, 37.420
-180.975, -77.685, 17.249, 37.454
-180.971, -78.276, 17.309, 37.502
-180.965, -79.107, 17.392, 37.682
-180.954, -80.857, 17.568, 37.718
-180.950, -81.484, 17.631, 37.766
-180.944, -82.327, 17.715, 37.946
-180.933, -84.109, 17.894, 37.981
-180.928, -84.738, 17.957, 38.028
-180.923, -85.581, 18.042, 38.208
-180.910, -87.396, 18.224, 38.243
-180.906, -88.036, 18.285, 38.302
-180.899, -89.119, 18.365, 38.479
-180.886, -90.959, 18.418, 38.514
-180.881, -91.605, 18.405, 38.547
-180.877, -92.210, 18.372, 38.708
-180.864, -94.035, 18.185, 38.741
-180.860, -94.641, 18.101, 38.789
-180.853, -95.501, 17.977, 38.967
-180.840, -97.281, 17.714, 39.001
-180.836, -97.888, 17.624, 39.034
-180.832, -98.470, 17.547, 39.203
-180.818, -100.213, 17.374, 39.237
-180.814, -100.799, 17.336, 39.285
-180.808, -101.630, 17.297, 39.464
-180.794, -103.359, 17.274, 39.501
-180.789, -104.004, 17.281, 39.546
-180.783, -104.787, 17.292, 39.726
-180.770, -106.519, 17.324, 39.761
-180.765, -107.119, 17.333, 39.808
-180.759, -107.926, 17.331, 39.995
-180.745, -109.656, 17.283, 40.029
-180.740, -110.244, 17.254, 40.077
-180.734, -111.064, 17.200, 40.255
-180.720, -112.776, 17.058, 40.290
-180.715, -113.366, 17.002, 40.336
-180.709, -114.145, 16.932, 40.513
-180.695, -115.829, 16.787, 40.548
-180.690, -116.417, 16.740, 40.595
-180.683, -117.199, 16.688, 40.768
-180.669, -118.863, 16.603, 40.802
-180.664, -119.430, 16.581, 40.849
-180.658, -120.204, 16.556, 41.026
-180.643, -121.858, 16.511, 41.062
-180.638, -122.445, 16.497, 41.107
-180.632, -123.190, 16.474, 41.277
-180.617, -124.834, 16.413, 41.312
-180.612, -125.407, 16.388, 41.357
-180.606, -126.151, 16.351, 41.535
-180.591, -127.780, 16.259, 41.568
-180.586, -128.314, 16.226, 41.614
-180.580, -129.055, 16.180, 41.780
-180.565, -130.667, 16.079, 41.814
-180.560, -131.211, 16.045, 41.859
-180.553, -131.930, 16.004, 42.026
-180.539, -133.526, 15.918, 42.060
-180.534, -134.060, 15.891, 42.105
-180.527, -134.769, 15.857, 42.275
-180.512, -136.351, 15.785, 42.310
-180.507, -136.899, 15.762, 42.353
-180.500, -137.584, 15.731, 42.519
-180.485, -139.153, 15.660, 42.553
-180.480, -139.681, 15.636, 42.597
-180.473, -140.369, 15.603, 42.768
-180.458, -141.924, 15.525, 42.802
-180.453, -142.453, 15.497, 42.846
-180.446, -143.131, 15.461, 43.020
-180.431, -144.672, 15.379, 43.054
-180.426, -145.193, 15.351, 43.098
-180.419, -145.865, 15.316, 43.266
-180.403, -147.392, 15.236, 43.299
-180.398, -147.899, 15.210, 43.344
-180.391, -148.576, 15.175, 43.514
-180.375, -150.089, 15.100, 43.548
-180.370, -150.601, 15.075, 43.591
-180.363, -151.250, 15.044, 43.760
-180.347, -152.750, 14.970, 43.798
-180.341, -153.313, 14.943, 43.840
-180.334, -153.935, 14.912, 44.007
-180.318, -155.422, 14.839, 44.041
-180.313, -155.919, 14.814, 44.074
-180.308, -156.405, 14.789, 44.233
-180.291, -157.880, 14.714, 44.267
-180.286, -158.386, 14.689, 44.309
-180.279, -159.009, 14.657, 44.486
-180.262, -160.471, 14.582, 44.520
-180.256, -160.962, 14.557, 44.565
-180.249, -161.611, 14.524, 44.735
-180.232, -163.059, 14.451, 44.770
-180.226, -163.559, 14.426, 44.814
-180.219, -164.191, 14.395, 44.980
-180.202, -165.626, 14.324, 45.015
-180.196, -166.126, 14.299, 45.058
-180.188, -166.744, 14.268, 45.225
-180.171, -168.167, 14.197, 45.258
-180.165, -168.632, 14.174, 45.301
-180.158, -169.247, 14.143, 45.469
-180.140, -170.657, 14.072, 45.503
-180.134, -171.132, 14.048, 45.559
-180.124, -171.922, 14.009, 45.732
-180.106, -173.318, 13.939, 45.779
-180.097, -173.972, 13.906, 45.827
-180.089, -174.637, 13.872, 45.992
-180.070, -176.020, 13.803, 46.026
-180.064, -176.484, 13.780, 46.071
-180.055, -177.101, 13.749, 46.255
-180.036, -178.472, 13.680, 46.301
-180.028, -179.103, 13.649, 46.333
-180.021, -179.543, 13.627, 46.500
-180.002, -180.901, 13.559, 46.534
-179.995, -181.357, 13.536, 46.577
-179.987, -181.937, 13.507, 46.743
-179.967, -183.284, 13.439, 46.776
-179.960, -183.729, 13.417, 46.820
-179.951, -184.314, 13.388, 46.988
-179.930, -185.649, 13.321, 47.021
-179.923, -186.094, 13.299, 47.064
-179.914, -186.659, 13.270, 47.232
-179.892, -187.982, 13.204, 47.265
-179.884, -188.416, 13.182, 47.309
-179.874, -188.996, 13.153, 47.484
-179.851, -190.307, 13.088, 47.517
-179.843, -190.741, 13.066, 47.559
-179.833, -191.293, 13.039, 47.724
-179.808, -192.593, 12.973, 47.757
-179.800, -193.021, 12.952, 47.800
-179.789, -193.572, 12.924, 47.967
-179.761, -194.860, 12.860, 48.000
-179.751, -195.289, 12.838, 48.042
-179.736, -195.824, 12.811, 48.208
-179.691, -197.100, 12.746, 48.241
-179.672, -197.514, 12.725, 48.272
-179.651, -197.908, 12.713, 48.303
-179.627, -198.303, 12.712, 48.456
-179.525, -199.572, 12.759, 48.489
-179.484, -199.990, 12.790, 48.533
-179.424, -200.549, 12.842, 48.704
-179.254, -201.830, 12.988, 48.737
-179.190, -202.254, 13.045, 48.780
-179.097, -202.814, 13.124, 48.957
-178.851, -204.115, 13.330, 48.990
-178.759, -204.552, 13.404, 49.035
-178.629, -205.139, 13.500, 49.214
-178.307, -206.463, 13.730, 49.249
-178.186, -206.924, 13.809, 49.295
-178.019, -207.534, 13.905, 49.472
-177.621, -208.877, 14.087, 49.506
-177.478, -209.331, 14.142, 49.554
-177.266, -209.981, 14.207, 49.743
-176.800, -211.329, 14.319, 49.789
-176.574, -211.951, 14.362, 49.826
-176.388, -212.447, 14.397, 50.001
-175.863, -213.793, 14.492, 50.034
-175.684, -214.235, 14.525, 50.085
-175.398, -214.926, 14.584, 50.264
-174.818, -216.272, 14.714, 50.298
-174.615, -216.729, 14.764, 50.351
-174.293, -217.442, 14.847, 50.531
-173.662, -218.797, 15.016, 50.564
-173.446, -219.248, 15.074, 50.615
-173.110, -219.943, 15.163, 50.807
-172.433, -221.310, 15.335, 50.853
-172.110, -221.947, 15.414, 50.903
-171.756, -222.639, 15.494, 51.070
-171.034, -224.019, 15.648, 51.104
-170.782, -224.493, 15.699, 51.154
-170.412, -225.182, 15.771, 51.329
-169.651, -226.573, 15.915, 51.364
-169.382, -227.059, 15.966, 51.413
-169.002, -227.738, 16.038, 51.589
-168.206, -229.140, 16.191, 51.622
-167.939, -229.604, 16.243, 51.671
-167.536, -230.299, 16.322, 51.846
-166.706, -231.715, 16.489, 51.880
-166.417, -232.202, 16.547, 51.928
-166.007, -232.891, 16.631, 52.113
-165.143, -234.324, 16.804, 52.146
-164.851, -234.803, 16.863, 52.195
-164.422, -235.506, 16.947, 52.371
-163.527, -236.957, 17.121, 52.405
-163.218, -237.456, 17.180, 52.452
-162.792, -238.140, 17.260, 52.625
-161.870, -239.611, 17.431, 52.658
-161.560, -240.102, 17.488, 52.706
-161.114, -240.807, 17.569, 52.879
-160.166, -242.299, 17.742, 52.912
-159.848, -242.797, 17.800, 52.958
-159.404, -243.491, 17.882, 53.129
-158.432, -245.005, 18.060, 53.163
-158.099, -245.523, 18.122, 53.209
-157.646, -246.227, 18.206, 53.380
-156.652, -247.765, 18.390, 53.414
-156.311, -248.293, 18.454, 53.459
-155.854, -249.001, 18.539, 53.666
-154.841, -250.567, 18.728, 53.699
-154.504, -251.086, 18.790, 53.745
-154.037, -251.809, 18.877, 53.917
-153.008, -253.405, 19.068, 53.949
-152.672, -253.928, 19.129, 53.980
-152.349, -254.430, 19.182, 54.012
-152.013, -254.955, 19.227, 54.170
-150.976, -256.579, 19.297, 54.203
-150.639, -257.109, 19.298, 54.249
-150.170, -257.851, 19.265, 54.419
-149.152, -259.474, 19.102, 54.451
-148.827, -259.997, 19.029, 54.484
-148.502, -260.522, 18.955, 54.516
-148.190, -261.029, 18.883, 54.673
-147.219, -262.631, 18.655, 54.706
-146.907, -263.153, 18.581, 54.752
-146.472, -263.889, 18.491, 54.935
-145.555, -265.484, 18.356, 54.968
-145.262, -266.008, 18.329, 55.000
-144.975, -266.527, 18.309, 55.032
-144.694, -267.045, 18.297, 55.188
-143.844, -268.665, 18.297, 55.221
-143.571, -269.203, 18.308, 55.268
-143.189, -269.977, 18.331, 55.440
-142.405, -271.640, 18.406, 55.473
-142.154, -272.196, 18.438, 55.520
-141.802, -272.995, 18.490, 55.692
-141.086, -274.708, 18.620, 55.725
-140.855, -275.285, 18.668, 55.772
-140.539, -276.099, 18.740, 55.944
-139.885, -277.866, 18.909, 55.977
-139.674, -278.461, 18.967, 56.023
-139.391, -279.283, 19.033, 56.209
-138.797, -281.100, 19.175, 56.255
-138.537, -281.938, 19.233, 56.288
-138.355, -282.542, 19.256, 56.459
-137.824, -284.390, 19.232, 56.492
-137.657, -284.999, 19.197, 56.536
-137.441, -285.811, 19.126, 56.709
-136.978, -287.651, 18.897, 56.743
-136.830, -288.267, 18.804, 56.787
-136.646, -289.060, 18.684, 56.953
-136.252, -290.869, 18.425, 56.986
-136.131, -291.453, 18.347, 57.029
-135.979, -292.216, 18.260, 57.203
-135.646, -294.002, 18.119, 57.236
-135.542, -294.597, 18.091, 57.277
-135.418, -295.332, 18.068, 57.455
-135.137, -297.116, 18.058, 57.489
-135.048, -297.723, 18.066, 57.529
-134.947, -298.440, 18.076, 57.700
-134.713, -300.235, 18.102, 57.733
-134.641, -300.829, 18.109, 57.773
-134.557, -301.552, 18.104, 57.943
-134.367, -303.350, 18.052, 57.976
-134.311, -303.936, 18.023, 58.015
-134.248, -304.631, 17.979, 58.208
-134.103, -306.414, 17.836, 58.250
-134.049, -307.164, 17.767, 58.296
-133.997, -307.976, 17.694, 58.472
-133.903, -309.733, 17.544, 58.519
-133.867, -310.551, 17.480, 58.563
-133.839, -311.318, 17.430, 58.739
-133.796, -313.055, 17.343, 58.771
-133.788, -313.613, 17.321, 58.810
-133.781, -314.295, 17.298, 58.985
-133.783, -316.022, 17.250, 59.019
-133.790, -316.601, 17.236, 59.051
-133.798, -317.148, 17.220, 59.084
-133.810, -317.711, 17.202, 59.249
-133.863, -319.426, 17.138, 59.281
-133.885, -319.967, 17.115, 59.319
-133.915, -320.608, 17.084, 59.488
-134.012, -322.308, 16.990, 59.521
-134.049, -322.861, 16.956, 59.553
-134.089, -323.404, 16.924, 59.585
-134.131, -323.943, 16.891, 59.752
-134.279, -325.619, 16.788, 59.784
-134.332, -326.153, 16.755, 59.822
-134.398, -326.782, 16.719, 59.988
-134.591, -328.437, 16.629, 60.021
-134.661, -328.982, 16.601, 60.053
-134.732, -329.508, 16.575, 60.086
-134.809, -330.056, 16.550, 60.249
-135.057, -331.688, 16.477, 60.282
-135.145, -332.224, 16.454, 60.316
-135.239, -332.775, 16.430, 60.489
-135.535, -334.386, 16.359, 60.522
-135.639, -334.920, 16.335, 60.555
-135.745, -335.444, 16.311, 60.588
-135.856, -335.977, 16.285, 60.748
-136.209, -337.561, 16.206, 60.781
-136.331, -338.079, 16.178, 60.813
-136.456, -338.588, 16.152, 60.844
-136.578, -339.077, 16.125, 61.006
-136.991, -340.630, 16.042, 61.038
-137.130, -341.127, 16.015, 61.070
-137.272, -341.618, 15.989, 61.101
-137.414, -342.096, 15.963, 61.266
-137.888, -343.614, 15.884, 61.299
-138.051, -344.108, 15.858, 61.332
-138.219, -344.604, 15.833, 61.366
